806	800	3.209	24.00429032
723	720	3.0845	21.60440425
687	680	3.0305	20.40450143
573.1	580	1.05965	17.40064531
513.6	520	0.9704	15.60060363
436.1	440	0.85415	13.20055269
339.6	340	0.7094	10.20049337
288.5	290	0.63275	8.700460186
249.2	250	0.5738	7.500438982
200.4	200	0.5006	6.000417653
152.7	150	0.42905	4.500409057
98.6	100	0.3479	3.000403421
79.1	80	0.31865	2.400423037
48.8	50	0.2732	1.500497506
25.4	26	0.2381	0.7807264772
