4	19.85	0.2332380758	0.2285
3.8	19.91	0.2302086011	0.2291
3.6	19.855	0.2272971623	0.22855
3.4	19.765	0.2245083517	0.22765
3.2	19.59	0.221846794	0.2259
3	19.425	0.219317122	0.22425
2.9	19.32	0.1325481045	0.2232
2.8	19.22	0.1305986217	0.2222
2.7	19.11	0.1286895489	0.2211
2.6	19.02	0.1268227109	0.2202
2.5	18.905	0.125	0.21905
2.4	18.8	0.1232233744	0.218
2.3	18.705	0.1214948559	0.21705
2.2	18.605	0.1198165264	0.21605
2.1	18.505	0.1181905242	0.21505
2	18.39	0.1166190379	0.2139
1.9	18.29	0.1151043005	0.2129
1.8	18.17	0.1136485812	0.2117
1.7	18.065	0.1122541759	0.21065
1.6	17.955	0.110923397	0.20955
1.5	17.855	0.109658561	0.20855
1.4	17.735	0.1084619749	0.20735
1.3	17.615	0.1073359213	0.20615
1.2	17.5	0.106282642	0.205
1.16	17.485	0.05301924179	0.20485
1.12	17.435	0.0522394487	0.20435
1.08	17.385	0.05147581957	0.20385
1.04	17.34	0.05072908436	0.2034
1	17.295	0.05	0.20295
0.96	17.24	0.04928934976	0.2024
0.92	17.195	0.04859794234	0.20195
0.88	17.13	0.04792661056	0.2013
0.84	17.08	0.04727620966	0.2008
0.8	17.02	0.04664761516	0.2002
0.76	16.955	0.04604172021	0.19955
0.72	16.9	0.04545943246	0.199
0.68	16.83	0.04490167035	0.1983
0.64	16.76	0.0443693588	0.1976
0.6	16.705	0.0438634244	0.19705
0.5	16.505	0.025	0.19505
0.4	16.11	0.02332380758	0.1911
0.3	15.13	0.01345362405	0.1813
0.2	12.18	0.01166190379	0.1518
0.15	8.525	0.0109658561	0.11525
